date,crack_cl_rb,crack_cl_rb_ratio,rb_vs_ho,rb_vs_ho_ratio,rb_close,rb_ret_1d,rb_ret_3d,rb_ret_5d,rb_vol_10d,rb_vol_20d,rb_volume,rb_volume_z_20,month,is_summer,dayofweek,rb_ewm_ret_5,crack_x_vol,instrument,signal,label
1990-02-09,22.20432156,38.880884801673474,0.014032260000000019,1.0245263754852094,0.58616164,-0.02632008126158103,-0.03749191350804615,-0.0725630664368987,0.015382507449449355,0.018011657372517573,8565.73968467,0.43983493479623065,2,0,4,-0.012018469961652472,0.34155814180666894,rb1s,,
1990-02-12,22.50006757,38.85159495711949,0.013262230000000041,1.0228200262613305,0.59442852,0.014103413522590813,-0.013071902912452082,-0.03205129217639424,0.016107627186495964,0.01797574078656164,6404.49077491,-0.6625058058769294,2,0,0,-0.003311107352319237,0.36242270008852817,rb1s,,
1990-02-13,22.3635891,38.609545405354815,0.004110540000000107,1.006960943113349,0.59462535,0.0003311247582804544,-0.012260914126342448,-0.023594058785374794,0.0161581597929306,0.017680507241781197,5778.57195572,-0.9477703943566743,2,0,1,-0.0020970236505574356,0.361354446221241,rb1s,,
1990-02-14,22.50558641,39.18328771308578,-0.00931139000000003,0.9844478576848341,0.58940934,-0.008771926726635626,0.005540621866691797,-0.021405234170413734,0.01621403003281196,0.014895619035223774,5004.30224757,-1.20595763165687,2,0,2,-0.004321999078222392,0.36490625395778464,rb1s,,
1990-02-15,23.00324389,39.54492368000033,-0.012421360000000048,0.9796107708673099,0.59679049,0.01252296069824732,0.003973513922245653,-0.008664374886317772,0.017010278607062945,0.015050692144056164,7205.17913452,-0.1307228483715007,2,0,3,0.0012930005284926928,0.39129158743511844,rb1s,,
1990-02-16,22.82025139,39.652612859050784,-0.006665269999999945,0.988836492595193,0.5903935,-0.01071898783105596,-0.007116834154480722,0.007219612665202657,0.014083291440487608,0.01473028538177147,3188.52801073,-1.9100407294088735,2,0,4,-0.0027110017783946684,0.3213842510705624,rb1s,,
1990-02-20,22.70244665,39.318938358426834,-0.0035598300000000416,0.9940273317986533,0.59246022,0.0035005805450092353,0.005176165006139932,-0.003311247582804433,0.012108154914177799,0.014404056980335408,4099.97148608,-1.5535239172192605,2,0,1,-0.0006404722043200766,0.2748847409690568,rb1s,,
1990-02-21,22.28829483,39.05109283536321,-0.01079912999999999,0.981897227511377,0.58574651,-0.011331916934439912,-0.018505623305089758,-0.01493182219695155,0.012276654073119057,0.014137869516733384,7270.29169201,-0.1417916574465969,2,0,2,-0.004204289561852533,0.27362568550759797,rb1s,,
1990-02-22,22.29015676,38.49987131695896,-0.00455713000000002,0.9923916379858634,0.59440622,0.014784057356141966,0.0067966872941520595,0.00847777539460104,0.013268810373280501,0.014515724814415435,7017.46560264,-0.2146390473555075,2,0,3,0.002125162308694823,0.29576386323913645,rb1s,,
1990-02-23,21.9441103,37.99036030391952,-0.008773159999999947,0.9854269296856617,0.59323862,-0.0019643132267356256,0.0013138434847155267,-0.00595161963790658,0.013267754360054005,0.01357457107809072,6720.44633504,-0.3281656782018792,2,0,4,0.0007620033808113164,0.291149065110331,rb1s,,
1990-02-26,22.32679452,38.22031786947453,-0.009830389999999967,0.9838762912171377,0.59985502,0.011153016302276386,0.024086374838153235,0.01602578619175188,0.010431965352621596,0.013312740198391404,6734.83481167,-0.300536174438415,2,0,0,0.00422567505943784,0.23291234686774173,rb1s,,
1990-02-27,22.125105519999998,39.10799425087886,-0.02131705000000006,0.9645841267149294,0.58058961,-0.032116777150585585,-0.02324439000655143,-0.020036130020678833,0.014207263164195743,0.014813913227306517,11826.30004241,1.9477665663327528,2,0,1,-0.007888477320601238,0.3143371966582399,rb1s,,
1990-02-28,22.096932879999997,39.9939658256036,-0.027872690000000033,0.9531195602093885,0.5666757,-0.023965137784673685,-0.04477611386797453,-0.0325581282592704,0.015712436632954303,0.015522574982190259,12650.5542037,2.0242003549762835,2,0,2,-0.013247364626604304,0.3471966576596444,rb1s,,
1990-03-01,21.7312762,41.01842507299342,-0.031228809999999996,0.9456190950804947,0.54303177,-0.04172391722461366,-0.09472830618305073,-0.08642986609393144,0.019630293657284345,0.01762421224396752,16303.17177133,2.7163233037080103,3,0,3,-0.022739549398241833,0.42659133335355426,rb1s,,
1990-03-02,21.914243879999997,40.88370387904288,-0.03784166,0.9355662068706704,0.54945358,0.01182584584323676,-0.05362829348599607,-0.07380679295626447,0.01955044464069202,0.01800847743031613,8440.89704078,0.18679418467438058,3,0,4,-0.011217750521302172,0.42843321181856386,rb1s,,
1990-03-05,22.12870563,39.352007497536775,-0.03259078999999998,0.946535689334706,0.5769895,0.05011509798516567,0.018200533391497187,-0.03811841067863364,0.026763689540373628,0.020955454142555407,10175.73622316,0.7112937145871577,3,0,0,0.009226532862019554,0.592245807411638,rb1s,,
1990-03-06,21.848792080000003,39.856306715671124,-0.03918900000000003,0.9348463844198983,0.56229719,-0.025463738941523317,0.0354775191145813,-0.03150662651369174,0.027657940616894326,0.020791274112094076,8882.82882302,0.32183115018420544,3,0,1,-0.0023368912790665457,0.6042925938995112,rb1s,,
1990-03-07,21.469805270000002,39.895745864667155,-0.03867564000000001,0.9345212064991405,0.55198338,-0.01834227555005208,0.004604210605016146,-0.02592721021917821,0.027927492559142106,0.02101543532067649,6376.15064422,-0.45456907972576494,3,0,2,-0.007672019432933738,0.599597826924155,rb1s,,
1990-03-08,21.3177214,40.026099901238034,-0.03548129,0.9390066563700307,0.54624268,-0.010400131974988125,-0.053288352734321975,0.0059129321291826464,0.02700849888266454,0.02100656080186433,4867.41609462,-0.8785204433398726,3,0,3,-0.008581390287505299,0.5757596546128539,rb1s,,
1990-03-09,20.96065358,40.17489841243255,-0.03111331000000006,0.9450456515899704,0.53505317,-0.020484503334671667,-0.04845128249707242,-0.02620860164383687,0.027176371439034477,0.021271588232916173,4484.06596724,-0.977531694263564,3,0,4,-0.012549094657562246,0.5696345072950078,rb1s,,
1990-03-12,20.76716426,40.284775424598344,-0.034066220000000036,0.9394590963053369,0.52863136,-0.012002190361754095,-0.042305657826146925,-0.0838111265456305,0.026146394982918316,0.020774934262376775,4423.42881572,-0.9121744698638882,3,0,0,-0.012366793224982901,0.5429864794171047,rb1s,,
1990-03-13,20.74086678,39.848899362460756,-0.02860178000000002,0.9491512475791678,0.53388557,0.009939270345217466,-0.02262201481583226,-0.0505277645083021,0.025978613154522896,0.02059403556467717,4280.57179774,-0.9045754899030591,3,0,1,-0.004931438684091162,0.5388189545671149,rb1s,,
1990-03-14,20.55246352,38.820519038480995,-0.024427389999999938,0.9569825479995655,0.54342098,0.017860400310126368,0.01563921208054908,-0.0155120612508296,0.026493455805076158,0.021203827023797615,6105.85283323,-0.36098603086672415,3,0,2,0.002665840992563044,0.54450578395256,rb1s,,
1990-03-15,20.90587379,38.08314980705595,-0.014183030000000096,0.9754593264501701,0.56375669,0.03742165052221558,0.06644579315158294,0.032062690524292226,0.025738925195508827,0.02311815196484747,5250.76622201,-0.6241738191056496,3,0,3,0.014251110847893558,0.5380947216275587,rb1s,,
1990-03-16,20.60395421,38.17640399877825,-0.01825228999999995,0.9681167988244419,0.55422128,-0.01691405205320029,0.038090016180808206,0.03582468261986005,0.02637061540891366,0.023083952518649746,3264.12869859,-1.12377441104652,3,0,4,0.003862723206954542,0.5433389523747775,rb1s,,
1990-03-19,20.17375523,37.787692049983725,-0.02493124000000002,0.9565138521173334,0.54838328,-0.010533698742134168,0.009131594440833002,0.03736426079603006,0.020090264809884146,0.02308091500787926,3978.41378849,-0.9388873288804304,3,0,0,-0.0009360841116383178,0.4052960847804853,rb1s,,
1990-03-20,19.9672569,36.80756387260375,-0.01369047999999995,0.9760369925453156,0.55762679,0.016855929670211767,-0.010873307773961671,0.044468742618385404,0.01972940007922692,0.023481761024745078,3932.1651136,-0.947779920127292,3,0,1,0.004994587150815658,0.39394199986480427,rb1s,,
1990-03-21,20.158381820000002,36.757237435177935,-0.02006965000000005,0.9656239387897435,0.56375669,0.010992836265990569,0.01720505932215355,0.03742165052221558,0.018974578178047746,0.023583454297596097,5101.74271404,-0.5661960254117432,3,0,2,0.006994003522953565,0.38249679178652646,rb1s,,
1990-03-22,20.20535795,37.190350005621454,-0.019947179999999953,0.9655045307255153,0.55830789,-0.00966516246574367,0.018097944196985738,-0.00966516246574367,0.018921381715659307,0.023319039824810997,2843.7796313,-1.1231334334803798,3,0,3,0.0014409481926232436,0.3823132904734814,rb1s,,
1990-03-23,20.59619716,36.98467929730331,-0.01353656000000003,0.9768959966716318,0.57236017,0.025169409660321884,0.026421578489799424,0.032728606162505836,0.018297907139196,0.024149079949854917,12970.87745872,1.5305425184229637,3,0,4,0.009350435349248806,0.37686730305425237,rb1s,,
1990-03-26,20.66679818,36.9777987639198,-0.004805590000000026,0.9917035940883461,0.57443198,0.003619766204206787,0.01893598814765296,0.04750090119450756,0.017133445456114213,0.02399939621648768,9022.10896157,0.4605749171458122,3,0,0,0.0074402123007845725,0.3540934593695505,rb1s,,
1990-03-27,20.68440909,36.81190432440969,-0.008748670000000014,0.9850790181831701,0.57758473,0.0054884653183828735,0.034527256994344,0.03579085574421548,0.017148973615743822,0.02295713182045931,11630.93830324,1.1482575536865403,3,0,1,0.006789629973290799,0.35471638574166164,rb1s,,
1990-03-28,20.26517231,35.84693497460744,-0.0024927000000000143,0.9957319769899676,0.5815482,0.0068621447107855005,0.01605288152737816,0.03155884500457096,0.016797509132907076,0.022289304401000066,15344.35708956,1.9623510882565904,3,0,2,0.006813801552456357,0.3404044169571606,rb1s,,
1990-03-29,20.20830881,35.45562086492619,-0.0005950300000000519,0.9989864887191832,0.58650253,0.008519207866175105,0.02101301880859774,0.050500163986577196,0.013032612333753402,0.019856155837546952,14710.46706654,1.9067241291728765,3,0,3,0.0073822703237062465,0.2633670546415035,rb1s,,
1990-03-30,20.46560268,35.76084348842927,-0.004456400000000027,0.9924876631984959,0.58875449,0.0038396424308690946,0.0193387384046666,0.028643362797240224,0.010783518862460132,0.019771530132754105,12323.66575396,1.1949451395969581,3,0,4,0.006201394359412923,0.22069121253139462,rb1s,,
1990-04-02,20.66675366,35.72002571197481,-0.008123209999999936,0.986536786281872,0.59524016,0.01101591598902285,0.023543981393115976,0.03622392332683155,0.009110226355638238,0.016615927699989336,12584.54868812,1.194738486550126,4,1,0,0.0078062349026291646,0.18827880387881504,rb1s,,
1990-04-03,20.481682239999998,35.5135665006214,-0.012435610000000041,0.9794749306044059,0.59343859,-0.0030266271012359125,0.011826138243598017,0.02744854421618803,0.009197358759547527,0.01539905878980588,10199.96765583,0.6006224901185953,4,1,1,0.004195280901321406,0.18837737956033299,rb1s,,
1990-04-04,19.95101496,35.148045934264914,-0.005467,0.990729460387783,0.58425056,-0.015482697207136464,-0.007649928920287374,0.004646837527826575,0.011268017906568145,0.015204361903063608,0.0,-1.6289566198401677,4,1,2,-0.002364045134854709,0.22480839382348894,rb1s,,
1990-04-05,19.60179317,35.38258416560225,-0.011858540000000084,0.9796233372374509,0.5701082,-0.024205984500896394,-0.04222154634190012,-0.027952701244102096,0.013823360671418785,0.01612790247750778,15211.14027211,1.5254512327015934,4,1,3,-0.00964469159021932,0.2709626567954634,rb1s,,
1990-04-06,19.32173114,35.535226966821675,-0.026854489999999953,0.9541992832064489,0.55947891,-0.018644338039691233,-0.0572252640327956,-0.049724597429397055,0.012618050217505847,0.01599600658124225,13812.36368892,1.1130070894678408,4,1,4,-0.012644573740048064,0.24380257381366652,rb1s,,
1990-04-09,18.5956106,34.90332365821314,-0.030857429999999963,0.9467375444280571,0.54848931,-0.01964256347035498,-0.06120875605151321,-0.07854115555643959,0.013536489715175374,0.016441963287674118,11239.05883191,0.5246912506725988,4,1,0,-0.01497723698348618,0.2517192916343062,rb1s,,
1990-04-10,17.82875067,34.87371554428388,-0.04570264000000002,0.9201048303927024,0.52632994,-0.04040073269613953,-0.07678938840030713,-0.1130844052457054,0.01707857515998362,0.0188370279873035,16508.89410207,1.4301401552319308,4,1,1,-0.023451735554376622,0.30448965832620334,rb1s,,
1990-04-11,18.212901260000002,34.935670863386434,-0.04877105999999998,0.9166961790698412,0.536689,0.019681684838221303,-0.04073417173133498,-0.08140610083454602,0.018805101298827915,0.018934829553941507,15087.91471598,1.0385577314486136,4,1,2,-0.009073928756837202,0.34249545313985064,rb1s,,
1990-04-12,17.93148804,34.99908568440823,-0.06023251000000007,0.8975015970569906,0.52741089,-0.017287684301336537,-0.03842995590925924,-0.07489334480717869,0.018067768040371426,0.01703147022544741,11146.91719985,0.21870766373028747,4,1,3,-0.011811847271671174,0.3239819665254145,rb1s,,
1990-04-16,17.98920781,34.16814747425327,-0.05499525999999999,0.9079360321918192,0.54236396,0.028351841578394543,0.030463818949763688,-0.030590876070735296,0.021544793524751745,0.018086413930872566,6585.35134244,-0.747520464327544,4,1,0,0.001576049011686869,0.3875737679403015,rb1s,,
1990-04-17,17.70921205,33.52764242511105,-0.04724678999999998,0.9201484153935516,0.54443577,0.003819962521108611,0.01443437447013074,-0.007390371929035466,0.020952453672334333,0.017969454562733037,11075.86823054,0.11009669018774929,4,1,1,0.0023240201814942207,0.37105144505116994,rb1s,,
1990-04-18,17.4194534,33.47360961052145,-0.038779650000000054,0.9325803943025502,0.53641876,-0.01472535502213601,0.017079416012816928,0.019168242642628286,0.02092807951155545,0.01777771823543323,10229.94143976,-0.14955134573102682,4,1,2,-0.0033591048863830515,0.36455570580303487,rb1s,,
1990-04-19,18.17358256,33.656561540155764,-0.01989293000000003,0.96548758461236,0.55650631,0.037447515817679466,0.02607538672001719,0.03692512796051339,0.02553300102083256,0.01966278392047006,10366.48867764,-0.18784867213616438,4,1,3,0.010243102014971963,0.46402610205666484,rb1s,,
1990-04-20,18.1226021,33.4860782993162,-0.02007007999999999,0.965272326426649,0.55785749,0.002427968876040243,0.02465253155574243,0.0577284249856882,0.0246291779055666,0.019550540215657275,9508.35034525,-0.5348473881506047,4,1,4,0.00763805763532795,0.4463447912326949,rb1s,,
1990-04-23,18.35902917,33.23275394586377,-0.015506709999999924,0.9734965872906488,0.56957681,0.021007730845381545,0.06181374044412635,0.05017451749559476,0.024824508111115817,0.01929055558206257,11822.12888696,0.10951934892563789,4,1,0,0.012094615372012603,0.45575386854287686,rb1s,,
1990-04-24,18.2826814,32.71634088254846,-0.0052323399999999465,0.9910047163203058,0.57644359,0.012055933246299055,0.03582579324212887,0.058790810162969276,0.02374455320532969,0.019466834185402297,14912.00348242,0.8639144196901114,4,1,1,0.012081721330108085,0.4341141012383915,rb1s,,
1990-04-25,17.95930212,32.93651719706907,-0.011381089999999983,0.9801628090453389,0.56234379,-0.024459982285517268,0.008042018042995203,0.0483298346985479,0.020677156896627837,0.020189609781457184,14448.90456814,0.6913674680852137,4,1,2,-9.884654176717943e-05,0.37134730768918095,rb1s,,
1990-04-26,17.77913412,33.096903501718856,-0.020940199999999964,0.9635734386731646,0.55392054,-0.014978826386613076,-0.027487548167559717,-0.004646434287510437,0.021182706096673627,0.020324100986711016,10595.57209279,-0.2789146841275838,4,1,3,-0.005058839823382518,0.37661017271730207,rb1s,,
1990-04-27,17.8516365,33.404545369147876,-0.025551800000000013,0.9556739389535224,0.55089915,-0.0054545549078213185,-0.04431385905427454,-0.01247332898586695,0.02020888329185097,0.02017460546437328,5592.13783271,-1.4558728260649323,4,1,4,-0.0051907448515287865,0.36076163859704696,rb1s,,
1990-04-30,17.85465788,33.588761321708674,-0.036524229999999935,0.937501531480043,0.54787777,-0.005484452099808079,-0.025724512757578366,-0.03809677574478498,0.018544874140395597,0.020117513475808972,16103.60941513,1.1949034578755067,4,1,0,-0.005288647267621885,0.3311123832044225,rb1s,,
1990-05-01,18.11176067,33.413445891370536,-0.04289406000000007,0.9287079884187789,0.55877307,0.019886369910573132,0.008760335913883921,-0.030654378514296643,0.01947311549522357,0.02054527948566625,11587.30278656,0.07199753911029853,5,1,1,0.0031030251251098068,0.3526924073487578,rb1s,,
1990-05-02,17.983457010000002,33.22607223872112,-0.03101842999999993,0.947342409005386,0.55804061,-0.0013108362577315402,0.01296328012123471,-0.00765222285107825,0.018575165416160267,0.0205485499021197,11340.46232754,-0.004612496627580625,5,1,2,0.0016317379974960223,0.33404568871515694,rb1s,,
1990-05-03,17.31020075,32.679709642997786,-0.021519109999999952,0.9621097047943965,0.54641286,-0.020836745196734063,-0.0026737898126438786,-0.013553712956735686,0.015905992264662012,0.02075534960184352,12796.38415,0.272755318407035,5,1,3,-0.005857756400580679,0.27533591922924655,rb1s,,
1990-05-04,17.28709067,31.892031584582252,-0.007766959999999989,0.9863104471689816,0.55959708,0.02412867808418695,0.0014746773676834746,0.015788606680551265,0.017890510916902046,0.02098580019006865,15036.51592635,1.0450826882377415,5,1,4,0.004137721761008535,0.3092748843531105,rb1s,,
1990-05-07,17.56816525,32.018757343557276,-0.006557460000000015,0.988554513409209,0.56637231,0.01210733622841631,0.014930275414902106,0.033756689927390005,0.01695117111860576,0.020728450200478254,10490.71950843,-0.4595682823543045,5,1,0,0.006794259916811128,0.29780097539269335,rb1s,,
1990-05-08,17.57241456,31.718381061337677,-0.011103699999999939,0.9809591846936108,0.57204885,0.01002262981394697,0.04691688625337265,0.02375880426735688,0.01679618403716576,0.020243092274910522,13556.56538664,0.5533401946985942,5,1,1,0.007870383215856409,0.29514950892713115,rb1s,,
1990-05-09,18.26350827,32.182846647120286,0.0025383100000000436,1.0043527375469765,0.58569086,0.023847631194433783,0.046629585701197795,0.049548813302314976,0.016116611954956832,0.018093962187686646,18956.47348135,2.1784940942947517,5,1,2,0.013196132542048869,0.29434587572373494,rb1s,,
1990-05-10,18.295941,32.38048150396279,-0.00431954999999995,0.9926457625091459,0.5830357,-0.004533381313138407,0.02942126531574263,0.06702411799019536,0.015038441429595035,0.017905109106287426,16697.77405985,1.3953177202521003,5,1,3,0.007286294590319777,0.2751424371278264,rb1s,,
1990-05-11,18.24284873,33.19438093537532,-0.011734939999999972,0.9797107419955313,0.56664698,-0.028109290734684045,-0.009443022217420771,0.012598171527271163,0.0182017906991779,0.018736087829069527,12833.5194403,0.18614258173721035,5,1,4,-0.004512233851348164,0.3320525143402233,rb1s,,
1990-05-14,18.98732556,33.93350901501842,-0.018998320000000013,0.9680986527927641,0.57653515,0.017450318009283317,-0.015632325216753507,0.01794374446024727,0.01846096739670831,0.018131847266938395,10170.70068324,-0.7394998574390647,5,1,0,0.0028086167688623296,0.35052439811384634,rb1s,,
1990-05-15,18.86327122,33.44014617684625,-0.005989600000000039,0.9898043952391482,0.58147923,0.008575504893326924,-0.0026695963900666975,0.016485270444997813,0.01780029151678089,0.018171330775803254,9453.115809,-0.9319226779847436,5,1,1,0.0047309128103505274,0.33577172667610317,rb1s,,
1990-05-16,18.30138055,32.15011956999057,0.0010754499999999778,1.0018338414643244,0.587522,0.010392065078575596,0.036839550437558044,0.0031264616285799907,0.017787231474380074,0.01771097079469193,13319.5548574,0.27560802866899337,5,1,2,0.00661796356642555,0.32553089214356734,rb1s,,
1990-05-17,18.34939778,32.2123918180842,-0.0023066800000000054,0.9960916640233308,0.58788823,0.000623346870415098,0.019691912973562875,0.00832286942291871,0.015419923838505501,0.015955494607117607,10838.04369413,-0.5489626686988889,5,1,3,0.004619758001088732,0.2829463162500419,rb1s,,
1990-05-18,18.202233160000002,31.856342831445634,0.0001619200000000376,1.0002745614105295,0.58990248,0.003426246516280873,0.014485900038080368,0.04104054344382102,0.014279510243066519,0.01595560748491497,12066.78491714,-0.1910460843984546,5,1,4,0.004221920839486112,0.25991897485490506,rb1s,,
1990-05-21,17.84440702,31.76545941141591,-0.004274090000000008,0.9926849652896589,0.58001432,-0.01676236384020635,-0.012778551271271588,0.006034619051414225,0.015623468372391987,0.01593701416652559,9923.86022422,-0.8677750165350064,5,1,0,-0.0027728407204113755,0.2787915287010595,rb1s,,
1990-05-22,17.73112499,31.72047946202896,-0.006658019999999931,0.988596040652441,0.57717605,-0.00489344814796977,-0.018221456823518944,-0.007400401902575182,0.015536545815224265,0.015769570274522672,9312.22014876,-0.9690449267616698,5,1,1,-0.00347970986293084,0.2754804357626029,rb1s,,
1990-05-23,16.980617,30.639650280893555,0.0008108100000000507,1.0014172738803946,0.57290207,-0.007404985012805065,-0.028819017678989867,-0.024884055405584693,0.013430972330550822,0.014798124692115718,12520.90840695,0.12063891466232372,5,1,2,-0.004788134912888916,0.2280661970826809,rb1s,,
1990-05-24,16.670666960000002,29.600774434064874,0.012151500000000093,1.0212914082321207,0.58287467,0.017407163496546696,0.0049315161736007695,-0.008528083646103912,0.014723465895430136,0.014725374162028217,11919.71107257,-0.10296150841636063,5,1,3,0.002610297890256288,0.245449996439634,rb1s,,
