date,instrument,open,high,low,close,volume,open_interest
2011-03-09,hg1s,5.79116495,5.83648131,5.57524579,5.61456441,41016.35200582,71567.78709906
2011-03-09,ho1s,3.09842793,3.17316078,3.08195788,3.16091118,45701.3824643,77446.76500338
2011-03-09,ng1s,0.02167851,0.02219601,0.02158851,0.02210601,21613215.9942296,27516569.94868
2011-03-09,nq1s,1741.91684356,1747.70394271,1723.62214303,1725.30226858,464413.0,449651.0
2011-03-09,pl1s,1949.62843103,1966.25224911,1936.45891281,1945.20260933,6358.68363567,26981.79189575
2011-03-09,rb1s,7.41319942,7.61968752,7.37874282,7.61365133,17060.68733062,28185.58027874
2011-03-09,si1s,14.42152141,14.58158269,14.2514563,14.42432248,170562.17376017,201122.96880952
2011-03-10,cl1s,79.55675908,80.02137969,76.63955097,78.22383109,522989.43083017,282805.03768818
2011-03-10,es1s,1031.90704245,1033.08345177,1013.8687662,1015.04517552,1430238.1581291,2855566.03554339
2011-03-10,fesx1s,2969.87469084,2973.94301233,2937.32811889,2957.66972636,1621308.0,2045565.0
2011-03-10,gc1s,662.92656194,663.25082201,649.90983607,654.31050852,402036.85264971,605705.15808767
2011-03-10,hg1s,5.61789649,5.63655617,5.51260258,5.59457189,30348.85927116,69910.4167621
2011-03-10,ho1s,3.16039649,3.18098405,3.07814919,3.13435323,51364.02506239,70938.95186826
2011-03-10,ng1s,0.02206101,0.02216226,0.02134664,0.02154351,21219433.8762658,26570781.7466178
2011-03-10,nq1s,1726.60903291,1729.03588094,1698.98030149,1704.76740064,188108.0,400732.0
2011-03-10,pl1s,1945.3105562,1953.83835898,1894.14373951,1905.90994841,11910.48885544,25349.507431
2011-03-10,rb1s,7.60535157,7.66722254,7.44765603,7.59453672,18055.08894832,26124.81115258
2011-03-10,si1s,14.46353749,14.48154439,13.86930999,14.03177219,157402.21409627,198811.3541705
2011-03-11,cl1s,78.1781307,78.45233303,75.41325722,77.05085446,406864.81543832,272714.09495393
2011-03-11,es1s,1014.65303908,1026.41713228,1006.22210561,1024.26038186,1042782.45543145,2517284.54371232
2011-03-11,fesx1s,2930.20855627,2951.56724412,2921.05483291,2934.27687777,1730044.0,1913007.0
2011-03-11,gc1s,653.98624844,659.91557553,650.74364769,658.61853523,339819.2022069,580687.27699465
2011-03-11,hg1s,5.61123232,5.65788152,5.44596087,5.60790023,32843.54300605,71635.31237309
2011-03-11,ho1s,3.13548554,3.14289706,3.07156117,3.11798612,45419.65895196,68227.60592706
2011-03-11,ng1s,0.02154914,0.02220163,0.02140851,0.02187538,21312057.1193625,23347101.7714312
2011-03-11,nq1s,1704.3940394,1722.12869808,1691.32639617,1721.38197561,145001.0,369612.0
2011-03-11,pl1s,1905.90994841,1927.49932254,1897.81393311,1923.28939459,7017.34098779,24052.57312302
2011-03-11,rb1s,7.59453672,7.62446618,7.40062402,7.51430566,17802.61192823,24355.88160554
2011-03-11,si1s,14.08939425,14.47754285,13.62521653,14.37950532,199196.20676986,213365.77974637
2011-03-14,cl1s,76.4034323,77.60687585,75.00195373,77.07370466,347776.47707015,234097.7927626
2011-03-14,es1s,1021.31935856,1024.06431364,1008.57492425,1016.02551662,1283293.13060956,2215849.92077152
2011-03-14,fesx1s,2916.98651141,2946.48184225,2891.55950207,2902.74738618,2289627.0,1904478.0
2011-03-14,gc1s,658.6648581,664.03831077,656.95091199,660.05454413,219509.29356985,556813.53922542
2011-03-14,hg1s,5.63455692,5.63455692,5.51793392,5.57991071,26107.52178142,68436.86522666
2011-03-14,ho1s,3.11880962,3.16894033,3.08463427,3.15380847,54523.21424217,65955.36008096
2011-03-14,ng1s,0.02206663,0.02279787,0.02188663,0.02201601,22213755.9465916,21866018.7805703
2011-03-14,nq1s,1714.84815399,1721.00861438,1697.67353717,1711.48790288,123310.0,331799.0
2011-03-14,pl1s,1925.23243826,1929.01057873,1878.16760265,1891.55301461,9314.7674762,22348.95727133
2011-03-14,rb1s,7.51506018,7.54272606,7.3686825,7.44539245,15822.55592818,22480.79242958
2011-03-14,si1s,14.37950532,14.60759265,14.20543868,14.34149077,244643.80009453,201610.28216586
2011-03-15,cl1s,77.58402566,77.59164239,73.66140901,74.01939538,477510.604872,203352.32087206
2011-03-15,es1s,1016.02551662,1018.1906233,984.92671158,1004.01901594,5336389.59043792,2710980.27357456
2011-03-15,fesx1s,2853.6191445,2853.6191445,2767.90604199,2838.98520017,1281124.0,1357875.0
2011-03-15,gc1s,661.90745885,661.95378171,639.57983654,645.18490355,491172.09385521,525347.43906045
2011-03-15,hg1s,5.62655991,5.62655991,5.43263253,5.51393542,42944.57371971,66874.78055417
2011-03-15,ho1s,3.14989684,3.14989684,3.0016664,3.04057689,61810.13860797,60895.02292305
2011-03-15,ng1s,0.02199913,0.02252225,0.02137476,0.02216788,32560714.433099,19739950.90304
2011-03-15,nq1s,1711.30101841,1714.10428534,1654.86191089,1678.22246864,840859.0,270035.0
2011-03-15,pl1s,1896.08678318,1897.92187998,1826.67694534,1841.14182601,12408.88218236,21268.79626912
2011-03-15,rb1s,7.45645881,7.45645881,6.9838752,7.0495188,20985.81038937,20610.4744729
2011-03-15,si1s,14.38750838,14.38750838,13.43114223,13.6520268,139569.04429725,197489.36050126
2011-03-16,cl1s,74.18696347,75.86264437,73.28818917,74.62873389,434641.82238973,174704.86179564
2011-03-16,es1s,1003.62536018,1010.51433598,978.8250473,987.28864614,3783456.64220656,3198736.37801725
2011-03-16,fesx1s,2814.9437202,2856.75498972,2707.27970119,2771.04188721,1829591.0,1792334.0
2011-03-16,gc1s,646.11136091,651.57745931,644.95328921,646.71355819,302319.36507973,501633.44960435
2011-03-16,hg1s,5.58457563,5.69120238,5.55791895,5.59457189,35596.3233439,65404.98042284
2011-03-16,ho1s,3.02956254,3.13147097,3.00578391,3.08525189,62420.21573125,58040.87230491
2011-03-16,ng1s,0.02220726,0.02258413,0.02194851,0.02215101,19773906.8328509,17442147.7993458
2011-03-16,nq1s,1678.78312203,1690.7437276,1634.49150454,1650.93733719,499800.0,333240.0
2011-03-16,pl1s,1834.01733255,1868.02059681,1814.58689583,1835.63653561,12473.72889776,19880.15017794
2011-03-16,rb1s,7.05706404,7.24695261,6.9743179,7.15213408,15475.05212415,19739.32935319
2011-03-16,si1s,13.70724794,14.03737433,13.54318513,13.79408119,262671.89523608,192896.11973744
2011-03-17,cl1s,74.7343228,77.65310198,73.62563923,77.22320427,200356.26655961,455941.43873283
2011-03-17,es1s,987.87912978,1003.4285323,977.25042426,998.90149106,2967406.09087806,3285775.62265587
2011-03-17,fesx1s,2766.86076026,2845.2568906,2764.77019678,2829.57766453,1497810.0,1908162.0
2011-03-17,gc1s,648.52015004,651.0215849,642.40553148,650.46571049,221899.04198386,485660.77705217
2011-03-17,hg1s,5.56591595,5.82115372,5.52593093,5.78983211,32430.13827284,64217.28588078
2011-03-17,ho1s,3.0860754,3.1713079,3.05292942,3.15494079,36553.13999626,52743.49881248
2011-03-17,ng1s,0.02216788,0.02345037,0.02204413,0.02338849,26868029.4672659,16260623.665717
2011-03-17,nq1s,1651.31110612,1678.78312203,1633.93085115,1664.01924953,477383.0,361350.0
2011-03-17,pl1s,1820.84781433,1846.53916954,1789.75911558,1842.54513533,9119.30094835,18524.85382611
2011-03-17,rb1s,7.1526371,7.46048294,7.07995127,7.42099617,13722.82184458,18785.08549774
