date,instrument,open,high,low,close,volume,open_interest
2000-09-27,rb1s,1.90491163,1.97059824,1.8837224,1.89240999,5005.84533324,13205.76639151
2000-09-27,si1s,2.7799646,2.80224888,2.76882246,2.79667781,7379.19109233,107212.77177177
2000-09-28,cl1s,53.07686784,53.16138514,51.14987327,51.28510096,48304.90013031,73145.37496953
2000-09-28,es1s,1244.69826002,1273.28483723,1242.33395665,1268.98610381,98028.87488384,39534.90101212
2000-09-28,fesx1s,4762.4740245,4775.77967933,4688.34251903,4734.91231093,35951.0,482946.0
2000-09-28,gc1s,176.48346026,176.79670744,174.29073001,174.72927606,67726.0689619,125517.49137138
2000-09-28,hg1s,1.31435254,1.32297124,1.31147963,1.32009834,4873.12180052,37881.56039646
2000-09-28,ho1s,1.41940907,1.41940907,1.36406857,1.36586339,14597.95241021,32766.16523402
2000-09-28,ng1s,1.06451791,1.07116503,0.99706911,1.0017612,134207.14583098,261488.59323009
2000-09-28,nq1s,3392.23229583,3522.21894746,3361.01686336,3501.71926047,61597.0,24049.0
2000-09-28,pl1s,540.35668889,543.70699609,536.52776639,542.46259627,1673.57787659,8281.18091618
2000-09-28,rb1s,1.89113863,1.89113863,1.77989518,1.78943034,8119.21967692,13815.03822381
2000-09-28,si1s,2.79667781,2.79946335,2.7799646,2.78664988,16011.28303176,106028.08042637
2000-09-29,cl1s,51.13296981,52.31621209,51.0484525,52.13027401,48335.66306088,73516.3049208
2000-09-29,es1s,1266.40686376,1266.62180044,1249.85674012,1249.85674012,91046.58565831,37601.77346043
2000-09-29,fesx1s,4761.52362058,4778.63089107,4689.29292294,4720.65625218,41826.0,481972.0
2000-09-29,gc1s,174.66662662,174.79192549,172.59919525,173.47628735,34664.31863412,125348.29591275
2000-09-29,hg1s,1.31938011,1.33158995,1.31578899,1.32225302,3958.36722254,37973.45355041
2000-09-29,ho1s,1.36556425,1.39846942,1.36332072,1.38440994,14542.45959854,34240.40197783
2000-09-29,ng1s,1.00488926,1.04007994,1.00293423,1.01388244,220527.74164786,269396.37002156
2000-09-29,nq1s,3475.62874974,3487.27629917,3361.94866731,3374.06211872,67718.0,23990.0
2000-09-29,pl1s,542.74976546,547.5359186,537.96361233,542.55831934,697.84645541,8430.57020229
2000-09-29,rb1s,1.7904898,1.82227364,1.77141949,1.79366818,8026.2479101,14513.97825761
2000-09-29,si1s,2.79110674,2.79389228,2.73818156,2.7565661,10497.08331499,104787.74448747
2000-10-02,cl1s,52.35001901,54.64888972,52.31621209,54.3953378,36961.66107801,72657.30924416
2000-10-02,es1s,1249.85674012,1258.88408029,1244.48332335,1252.00610683,97819.51088908,39679.12954185
2000-10-02,fesx1s,4715.9042326,4780.53169891,4706.40019344,4772.92846758,40467.0,490430.0
2000-10-02,gc1s,173.72688509,173.91483339,172.66184468,173.10039073,45701.92803481,126017.09682943
2000-10-02,hg1s,1.31722544,1.32153479,1.2906511,1.29136932,24277.19664993,33483.21989136
2000-10-02,ho1s,1.40295648,1.44707932,1.40220864,1.43660949,9838.94236826,34252.4365635
2000-10-02,ng1s,1.04105746,1.04887761,1.02834971,1.04633606,155505.9702551,276787.53267595
2000-10-02,nq1s,3374.06211872,3417.85690457,3253.85940861,3287.87025294,84494.0,25614.0
2000-10-02,pl1s,542.27115015,542.74976546,534.61330513,535.57053576,629.94223445,8441.01700551
2000-10-02,rb1s,1.82015472,1.87524671,1.81379795,1.87122076,5110.14360972,14484.71810764
2000-10-02,si1s,2.76046585,2.76882246,2.75489478,2.76046585,22620.42474958,105180.84661572
2000-10-03,cl1s,54.26011011,54.59817933,53.58397167,54.20939973,32867.23333831,70792.60237586
2000-10-03,es1s,1252.86585351,1267.26661045,1236.96053988,1239.32484326,104030.64273388,44962.08100985
2000-10-03,fesx1s,4772.92846758,4837.55593388,4704.4993856,4820.44866339,31761.0,497060.0
2000-10-03,gc1s,172.97509186,173.0377413,171.97270089,172.1606492,18547.65310717,126697.07103112
2000-10-03,hg1s,1.29424222,1.29711513,1.27700481,1.2963969,8390.12341998,32186.27333217
2000-10-03,ho1s,1.43137458,1.44782716,1.41342631,1.44109656,11010.9772943,33894.07334595
2000-10-03,ng1s,1.04790009,1.05181016,1.03225979,1.04555404,132135.57429117,277708.23113809
2000-10-03,nq1s,3288.33615492,3357.28964754,3154.15638549,3165.33803294,83226.0,26999.0
2000-10-03,pl1s,535.18764351,539.87807358,532.69884388,536.71921251,520.25080059,8272.8234736
2000-10-03,rb1s,1.86041425,1.87948456,1.82651149,1.86571156,4222.42841487,14018.91539774
2000-10-03,si1s,2.76046585,2.76603692,2.75489478,2.7643656,5763.70289406,104990.5780057
2000-10-04,cl1s,54.20939973,54.47985511,52.99235053,53.12757822,29603.99631878,72119.54955403
2000-10-04,es1s,1239.7547166,1252.86585351,1231.58712311,1246.84762673,118182.48564692,50369.4877414
2000-10-04,fesx1s,4772.92846758,4817.59745164,4739.66433051,4760.57321667,46241.0,502585.0
2000-10-04,gc1s,172.28594807,172.47389637,170.90766048,171.15825823,17545.24982393,129594.14421439
2000-10-04,hg1s,1.29496045,1.29496045,1.28275062,1.29136932,4062.09510086,32141.7190757
2000-10-04,ho1s,1.43735734,1.44932285,1.42314829,1.44094699,9900.45247277,33815.17995104
2000-10-04,ng1s,1.04301249,1.04399001,1.0068443,1.03421483,132836.32812068,269058.78058545
2000-10-04,nq1s,3158.81540526,3286.00664503,3105.70257986,3240.34825127,74977.0,29258.0
2000-10-04,pl1s,538.92084295,539.87807358,536.71921251,537.96361233,196.39990062,8249.8405065
2000-10-04,rb1s,1.86062614,1.87736563,1.78943034,1.79790603,6899.73213651,13408.22775174
2000-10-04,si1s,2.76325138,2.76603692,2.7409671,2.74263842,4394.1278993,106396.0527382
2000-10-05,cl1s,52.73879861,52.73879861,51.03154904,51.60626672,32799.79152899,68902.45693035
2000-10-05,es1s,1246.20281672,1256.94965025,1244.26838668,1251.79117016,107278.1109194,50474.16973878
2000-10-05,fesx1s,4767.22604408,4806.19260465,4765.32523625,4791.9365459,53217.0,506407.0
2000-10-05,gc1s,171.34620653,172.09799976,170.5944133,171.2835571,24684.97894169,133480.85121232
2000-10-05,hg1s,1.29208755,1.31578899,1.28490529,1.30860673,5640.29040397,31826.35847919
2000-10-05,ho1s,1.4283832,1.42987889,1.37752977,1.38680304,13361.7330273,32455.94035913
2000-10-05,ng1s,1.03030475,1.04301249,0.98729393,1.00723531,179490.16519379,266946.28911399
2000-10-05,nq1s,3224.50758404,3295.79058655,3197.48526937,3245.00727104,74324.0,29856.0
2000-10-05,pl1s,540.73958115,549.45037985,540.73958115,545.90862653,447.12317801,8309.38728488
2000-10-05,rb1s,1.79790603,1.79790603,1.73963565,1.76930057,7331.55531742,13916.97681078
2000-10-05,si1s,2.74375263,2.76046585,2.7409671,2.75099503,8581.8323066,106823.2596173
2000-10-06,cl1s,51.89362556,52.35001901,51.74149441,52.16408094,54732.57783466,64138.93545079
2000-10-06,es1s,1251.79117016,1255.66003023,1213.53244277,1226.64357968,110796.58916481,53763.51072326
2000-10-06,fesx1s,4771.02765974,4811.89502814,4720.65625218,4733.01150309,41556.0,512104.0
2000-10-06,gc1s,171.53415484,171.59680428,170.15586726,170.46911443,26292.33579874,136015.59072473
2000-10-06,hg1s,1.31076141,1.31076141,1.29567868,1.30142448,2671.8630672,31172.66399766
2000-10-06,ho1s,1.39398235,1.40594786,1.38575606,1.39009356,13582.3670978,30210.82154473
2000-10-06,ng1s,1.00293423,1.00860384,0.97360866,0.97908277,231238.5337574,252685.69293376
2000-10-06,nq1s,3242.21185918,3275.29089956,3073.08944146,3128.53177675,54730.0,27310.0
2000-10-06,pl1s,547.5359186,549.92899516,546.10007266,546.38724184,219.38286772,8346.99577649
2000-10-06,rb1s,1.77565734,1.80532226,1.77141949,1.7904898,7477.85606724,14183.62172576
2000-10-06,si1s,2.75210924,2.76046585,2.73539603,2.74542396,6088.5955206,107796.14251003
2000-10-09,cl1s,52.23169478,53.92204089,52.16408094,53.85442705,33468.29367403,59535.14457226
2000-10-09,es1s,1225.35395966,1226.64357968,1210.52332938,1217.83117619,78432.40497351,53486.68499684
2000-10-09,fesx1s,4720.65625218,4726.35867568,4618.01262922,4632.26868797,59427.0,505921.0
2000-10-09,gc1s,170.406465,171.15825823,170.406465,170.97030992,25347.39512408,138834.45091296
2000-10-09,hg1s,1.29998803,1.30142448,1.27844127,1.2877782,9118.30704903,29906.34848978
2000-10-09,ho1s,1.40594786,1.43421639,1.40594786,1.42823363,7139.8522391,30055.04051919
2000-10-09,ng1s,0.97751874,1.00977686,0.97654122,1.0068443,192957.93769829,250987.51577026
2000-10-09,nq1s,3130.39538465,3169.99705271,3002.27234093,3121.07734511,84442.0,27591.0
2000-10-09,pl1s,546.10007266,549.92899516,546.10007266,547.82308778,338.47642448,8310.43196521
2000-10-09,rb1s,1.7904898,1.84770071,1.7904898,1.84155584,2646.15582007,13622.01562163
2000-10-09,si1s,2.75210924,2.75489478,2.74375263,2.74653817,10832.74586286,108020.51587091
2000-10-10,cl1s,53.85442705,56.11949083,53.85442705,56.08568391,28966.2571043,56178.43557138
2000-10-10,es1s,1218.69092287,1224.70914965,1195.04788909,1195.90763577,124005.1309681,59009.24192551
2000-10-10,fesx1s,4668.38403679,4697.84655819,4635.11989972,4672.18565245,49092.0,502535.0
2000-10-10,gc1s,171.22090766,172.78714355,169.90526951,172.3485975,13538.82905809,141615.00269546
2000-10-10,hg1s,1.28705997,1.30142448,1.28705997,1.30070625,3514.91313869,29280.50041854
2000-10-10,ho1s,1.43212242,1.49269784,1.43212242,1.49135172,11732.38384604,29614.44096628
2000-10-10,ng1s,1.00879934,1.01270941,0.99706911,1.00371624,122642.15014823,246660.23299821
2000-10-10,nq1s,3118.28193325,3150.42916967,2939.84147599,2944.50049576,95334.0,31909.0
2000-10-10,pl1s,547.82308778,550.21616435,545.62145734,546.10007266,352.05726867,8306.25324392
2000-10-10,rb1s,1.84240341,1.94093332,1.84240341,1.93690737,8674.21865041,12817.83343554
2000-10-10,si1s,2.75210924,2.77439353,2.74653817,2.76492271,3067.63258983,107435.35014575
2000-10-11,cl1s,56.0011666,57.47176772,55.71380777,56.20400814,44853.53595846,53834.53689999
2000-10-11,es1s,1198.05700248,1201.92586255,1170.7600453,1185.37573891,153602.22102854,58310.19880965
2000-10-11,fesx1s,4585.69889607,4625.61586055,4515.36900626,4533.42668067,95909.0,496135.0
2000-10-11,gc1s,172.47389637,173.85218396,170.90766048,171.03295935,38274.88587408,142132.16617281
2000-10-11,hg1s,1.29855158,1.30070625,1.28203239,1.29567868,57.78130135,29102.2833927
2000-10-11,ho1s,1.48671508,1.53682067,1.48671508,1.52231248,11035.04646563,27689.57584816
2000-10-11,ng1s,1.00488926,1.08113573,0.99902415,1.07683464,113450.51050122,246066.89398928
2000-10-11,nq1s,2973.85232032,3038.61269515,2861.10404185,2911.42145538,92595.0,34242.0
2000-10-11,pl1s,544.66422672,554.23653298,543.70699609,549.45037985,725.00814379,8366.84470262
2000-10-11,rb1s,1.93775494,1.97695501,1.93669547,1.9578847,6593.9163756,12811.2263049
2000-10-11,si1s,2.76882246,2.77717906,2.73261049,2.73818156,12444.64408736,108706.20086173
2000-10-12,cl1s,56.10258737,62.54280605,55.54477315,60.9538807,45281.85060714,46226.03593767
2000-10-12,es1s,1186.02054892,1193.11345906,1151.20080827,1155.92941502,128101.68646574,61105.20813981
2000-10-12,fesx1s,4571.44283732,4626.56626447,4390.86609323,4523.92264151,84417.0,507935.0
2000-10-12,gc1s,171.2835571,174.9798738,170.90766048,174.66662662,33716.18559232,139043.5509609
2000-10-12,hg1s,1.29280577,1.29855158,1.26551321,1.26694966,13499.24354769,28436.7541868
2000-10-12,ho1s,1.52111593,1.66021503,1.5121418,1.61130599,15558.04491094,27483.65071569
2000-10-12,ng1s,1.07722565,1.13001166,1.07038302,1.1006861,258762.30278387,235238.45707625
2000-10-12,nq1s,2930.52343645,3004.13594884,2817.77515797,2838.74074694,68752.0,35438.0
2000-10-12,pl1s,549.45037985,553.27930236,548.58887229,552.13062561,341.61046545,8344.90641585
2000-10-12,rb1s,1.97059824,2.14011207,1.95152793,2.11510878,7834.64112163,13321.39117765
2000-10-12,si1s,2.7409671,2.76882246,2.73539603,2.76770824,21694.21151591,108379.5132483
2000-10-13,cl1s,60.92007378,61.7821503,58.82404461,59.14521037,68069.49142573,43714.12433779
2000-10-13,es1s,1157.43397172,1193.11345906,1151.63068161,1191.17902902,100085.29456579,62296.25664338
2000-10-13,fesx1s,4474.50163786,4584.74849215,4434.58467338,4578.09566474,82321.0,502912.0
2000-10-13,gc1s,174.72927606,175.35577042,171.53415484,172.1606492,60645.3986363,139447.38540462
2000-10-13,hg1s,1.26551321,1.28562352,1.26120385,1.28203239,6044.06335316,28413.08473805
2000-10-13,ho1s,1.61160513,1.62925426,1.51363749,1.51976981,3961.38444767,26635.21242639
2000-10-13,ng1s,1.1006861,1.1006861,1.07331558,1.08250425,207269.68379308,236287.03032479
2000-10-13,nq1s,2851.7860023,3083.33928496,2815.44564808,3051.65795051,69891.0,34024.0
2000-10-13,pl1s,553.27930236,553.27930236,549.45037985,550.69477967,28.20636871,8337.59365359
2000-10-13,rb1s,2.11468499,2.11892284,2.03416592,2.04751514,2417.73787519,12531.36712864
2000-10-13,si1s,2.76882246,2.76882246,2.73818156,2.74375263,17813.44986628,109819.09273165
2000-10-16,cl1s,58.38455462,58.82404461,55.27431778,55.64619392,9654.23584513,37783.9778759
2000-10-16,es1s,1191.60890236,1198.27193915,1184.94586557,1196.33750912,99109.42572351,60080.48769874
2000-10-16,fesx1s,4619.91343706,4642.72313105,4574.29404907,4596.15333915,59324.0,496159.0
2000-10-16,gc1s,172.03535033,172.1606492,171.2835571,171.59680428,55483.34096431,137504.82999744
2000-10-16,hg1s,1.28131417,1.28705997,1.27341369,1.28418707,3143.16356133,28718.00293071
2000-10-16,ho1s,1.49868059,1.51812455,1.45081854,1.45425863,8774.55012511,24878.16291948
2000-10-16,ng1s,1.06549543,1.07546612,1.04692257,1.0486821,18961.27332859,234834.3727512
2000-10-16,nq1s,3050.72614656,3112.22520754,3016.71530222,3089.86191264,84928.0,33071.0
2000-10-16,pl1s,549.45037985,549.92899516,541.98398096,543.03693465,574.57417736,8361.62130101
2000-10-16,rb1s,2.04687946,2.04687946,1.95364686,1.96911499,4439.51985008,12286.90329508
2000-10-16,si1s,2.74375263,2.75489478,2.73261049,2.74263842,13345.72750461,110443.74816831
2000-10-17,cl1s,55.47439338,56.48801655,54.80437129,55.69773408,33352.63149579,81661.56083249
2000-10-17,es1s,1195.90763577,1199.77649585,1164.95675519,1169.04055194,115869.01350473,62124.11291435
2000-10-17,fesx1s,4595.20293523,4626.56626447,4554.33556683,4557.18677858,0.0,486503.0
2000-10-17,gc1s,171.53415484,171.84740202,170.03056838,171.2835571,18654.5974065,133225.46184079
2000-10-17,hg1s,1.28346884,1.28418707,1.25761273,1.26838611,6585.67603327,28630.98289856
2000-10-17,ho1s,1.45081854,1.46727112,1.42613967,1.43616079,13823.72739917,22845.65511848
2000-10-17,ng1s,1.04633606,1.06745046,1.04242598,1.06334488,129214.91416961,224046.85576981
2000-10-17,nq1s,3082.40748101,3139.24752222,2944.96639774,2953.8185353,95392.0,35315.0
2000-10-17,pl1s,542.6540424,543.70699609,537.48499701,539.78235052,454.43594027,8221.6341378
2000-10-17,rb1s,1.96000363,1.98119285,1.90703055,1.95110415,6022.39957551,12092.93681709
2000-10-17,si1s,2.74653817,2.74653817,2.71311174,2.72146835,10082.4413441,112007.18174686
2000-10-18,cl1s,56.00697505,57.19239875,55.28541279,55.78363435,45197.76327483,79989.27269483
2000-10-18,es1s,1171.61979199,1179.5724488,1138.30460803,1163.02232516,130295.35587759,63003.44169237
2000-10-18,fesx1s,4488.75769661,4513.46819843,4352.84993658,4440.28709688,103226.0,480267.0
2000-10-18,gc1s,171.2835571,172.97509186,170.28116613,170.78236161,27379.3368113,136089.01516904
2000-10-18,hg1s,1.26838611,1.27197724,1.24252999,1.25258515,9363.35545957,27272.07807647
2000-10-18,ho1s,1.44259225,1.4769931,1.42539182,1.44468621,11465.61719715,21057.85055931
2000-10-18,ng1s,1.06354039,1.07918069,1.01661949,1.02209359,154119.80757044,222220.80381991
2000-10-18,nq1s,2984.10216382,3060.97599006,2819.63876588,2939.84147599,70351.0,38963.0
2000-10-18,pl1s,539.87807358,547.5359186,537.96361233,544.75994978,443.98913705,8366.84470262
2000-10-18,rb1s,1.95364686,2.01933346,1.95364686,1.99623721,6654.79636504,11372.75957768
2000-10-18,si1s,2.72425388,2.75210924,2.71868281,2.72592521,19057.37577895,111592.53977597
2000-10-19,cl1s,55.83517451,57.03777827,54.63257075,54.80437129,46488.79532819,83147.58645568
2000-10-19,es1s,1165.81650188,1207.08434265,1165.81650188,1204.5051026,103479.31754765,61455.31126439
2000-10-19,fesx1s,4534.37708459,4659.83040154,4519.17062193,4652.22717021,86737.0,491444.0
2000-10-19,gc1s,170.71971218,171.03295935,170.46911443,170.5944133,45034.7233017,136614.15956424
2000-10-19,hg1s,1.2511487,1.25833095,1.2482758,1.2540216,4474.91813339,27258.85103159
2000-10-19,ho1s,1.44483578,1.47250603,1.41791338,1.423597,11117.95138909,20329.08953855
2000-10-19,ng1s,1.02052956,1.02052956,0.96187844,0.96793906,190098.65747421,198973.16765092
2000-10-19,nq1s,2963.13657485,3211.92823066,2963.13657485,3210.06462275,54127.0,41285.0
2000-10-19,pl1s,545.62145734,560.74570125,545.62145734,559.88419368,1440.61416468,8591.45097195
2000-10-19,rb1s,2.00238208,2.03840377,1.97271716,1.98437124,6600.52350624,11065.99994096
2000-10-19,si1s,2.72425388,2.72703942,2.70475514,2.71032621,11760.75408342,112673.12188193
2000-10-20,cl1s,54.97617183,56.78007747,54.71847102,56.60827693,59223.91268415,83734.31337623
2000-10-20,es1s,1205.36484929,1222.55978294,1198.91674916,1213.10256943,83616.49011064,57561.1409617
2000-10-20,fesx1s,4666.48322895,4712.10261693,4599.95495481,4689.29292294,85903.0,495553.0
2000-10-20,gc1s,170.78236161,171.53415484,170.46911443,171.22090766,13822.94973392,136103.38082119
2000-10-20,hg1s,1.2540216,1.25761273,1.23678419,1.23822064,5565.10509619,27448.90278181
2000-10-20,ho1s,1.42688751,1.45530561,1.42090476,1.4524638,11125.30585811,20434.72645716
2000-10-20,ng1s,0.96676603,0.97849626,0.95308077,0.965202,279191.57866042,197182.92064121
2000-10-20,nq1s,3202.61019112,3313.02895971,3179.31509226,3260.84793826,69911.0,40068.0
2000-10-20,pl1s,556.15099424,559.78847062,554.23653298,558.54407081,730.2315454,8675.02539775
2000-10-20,rb1s,1.98437124,2.03734431,1.98437124,2.03077565,7129.56589509,10932.91345242
2000-10-20,si1s,2.71868281,2.72425388,2.69918406,2.71032621,7858.45259115,114175.52590632
2000-10-23,cl1s,57.45009956,58.06858149,56.04133516,57.99986128,49205.8997579,82978.78605194
2000-10-23,es1s,1212.88763276,1221.27016292,1201.92586255,1218.4759862,99780.55364007,59769.9311065
2000-10-23,fesx1s,4704.4993856,4722.55706001,4650.32636238,4716.85463652,0.0,485310.0
2000-10-23,gc1s,171.22090766,171.65945371,170.28116613,170.406465,13704.83214958,138296.53704918
2000-10-23,hg1s,1.23965709,1.2482758,1.23391129,1.24612112,242.26376951,27161.38859558
2000-10-23,ho1s,1.44483578,1.49868059,1.43885303,1.49419353,5701.05066419,18183.59034993
2000-10-23,ng1s,0.96187844,1.00000167,0.95014821,0.99159501,155480.39529782,193888.86614334
2000-10-23,nq1s,3259.91613431,3320.48339134,3173.72426853,3255.72301652,0.0,38356.0
2000-10-23,pl1s,556.62960955,556.62960955,548.97176454,550.98194885,312.35941642,8661.44455355
2000-10-23,rb1s,2.02569023,2.06383084,2.00767939,2.05980489,4072.82409973,10666.26853743
2000-10-23,si1s,2.71032621,2.72146835,2.68247085,2.68525639,8553.11251641,117253.92841747
2000-10-24,cl1s,57.8796009,58.549623,57.20957881,57.32983918,25228.09344311,81945.61116704
2000-10-24,es1s,1216.75649283,1228.36307305,1202.78560924,1206.22459597,0.0,60657.40181766
2000-10-24,fesx1s,4692.14413469,4832.8039143,4675.98726812,4830.90310647,81836.0,488858.0
2000-10-24,gc1s,170.53176387,170.90766048,170.15586726,170.46911443,18932.33334803,138995.66545374
2000-10-24,hg1s,1.24683935,1.25473983,1.24252999,1.24324822,0.0,26848.11647983
2000-10-24,ho1s,1.49659649,1.50635854,1.47932518,1.48488204,0.0,28279.73219941
2000-10-24,ng1s,0.99293165,0.99331354,0.93564713,0.94328507,62430.48061754,261227.6489962
2000-10-24,nq1s,3239.88234929,3293.92697864,3101.97536405,3114.55471743,77429.0,36113.0
2000-10-24,pl1s,550.40761048,550.98194885,539.87807358,540.54813502,0.0,8278.04687521
2000-10-24,rb1s,2.06635399,2.08667878,2.03473765,2.07719388,0.0,9962.31531037
2000-10-24,si1s,2.68525639,2.70754067,2.68247085,2.69249878,17425.73269869,116074.62203274
2000-10-25,cl1s,57.32983918,57.94832112,56.48801655,56.62545698,0.0,80915.34663392
2000-10-25,es1s,1208.159026,1208.37396268,1178.28282878,1181.29194217,128361.06519259,62810.36156386
2000-10-25,fesx1s,4771.02765974,4796.68856548,4708.30100127,4776.73008324,60093.0,497908.0
2000-10-25,gc1s,170.71971218,170.78236161,167.71253926,167.83783814,0.0,139429.82738533
2000-10-25,hg1s,1.24396644,1.24396644,1.22241968,1.22457436,9822.82122933,25225.36692025
2000-10-25,ho1s,1.48383074,1.50035112,1.44928812,1.45935054,9113.40870723,29004.83646493
2000-10-25,ng1s,0.94137558,0.94805878,0.90795961,0.91101479,0.0,256655.73308485
2000-10-25,nq1s,3120.14554116,3132.72489454,2896.04669013,2936.58016215,105822.0,39426.0
2000-10-25,pl1s,541.79253483,546.57868797,540.83530421,545.90862653,326.98494093,8059.70868781
2000-10-25,rb1s,2.06635399,2.09435704,2.0257044,2.03157601,6563.75677152,10601.7314055
2000-10-25,si1s,2.69361299,2.69639853,2.67132871,2.67300003,9140.07322845,115266.8779336
2000-10-26,cl1s,56.64263704,58.06858149,56.52237666,57.91396101,35100.00670958,77667.97610836
2000-10-26,es1s,1181.93675218,1190.10434567,1159.36840176,1178.92763879,137583.54916214,62084.566382
2000-10-26,fesx1s,4718.75544435,4786.2341224,4682.64009553,4699.74736602,60910.0,494880.0
2000-10-26,gc1s,168.02578644,168.46433249,166.52219999,167.02339547,52057.9310187,139921.45192552
2000-10-26,hg1s,1.22529258,1.22744726,1.19009954,1.19440889,8199.3755095,24628.75757982
2000-10-26,ho1s,1.45935054,1.48232889,1.44177886,1.47091481,10287.29192129,29309.79307981
2000-10-26,ng1s,0.91273332,0.92991868,0.90509539,0.90757772,103111.62929945,248784.49641275
2000-10-26,nq1s,2933.78475029,3019.04481211,2775.37807805,3007.39726268,71780.0,42688.0
2000-10-26,pl1s,546.57868797,549.45037985,543.70699609,544.56850365,583.97630026,7723.32162398
2000-10-26,rb1s,2.05506244,2.07087061,2.01667116,2.06319236,6021.75864102,11714.06743802
2000-10-26,si1s,2.67411424,2.68247085,2.65182996,2.65461549,14137.31672177,116383.35977729
2000-10-27,cl1s,58.15448176,58.17166181,56.09287532,56.2474958,40045.27646854,76047.49223254
2000-10-27,es1s,1177.85295544,1205.36484929,1176.13346207,1204.5051026,94568.55330364,58846.40326291
2000-10-27,fesx1s,4756.771601,4796.68856548,4717.80504043,4757.72200492,54367.0,489496.0
2000-10-27,gc1s,166.96074604,167.83783814,165.08126297,166.58484942,27650.68801855,141338.8629375
2000-10-27,hg1s,1.19440889,1.21882855,1.19369066,1.21236453,2026.52250876,24021.00967527
2000-10-27,ho1s,1.47031406,1.47331777,1.41324365,1.41804958,15578.08943627,31164.16900219
2000-10-27,ng1s,0.91082384,0.91158763,0.87645313,0.88829193,117591.98152725,246920.11833206
2000-10-27,nq1s,2971.52281044,3087.99830473,2919.80769097,3002.73824291,78767.0,42586.0
2000-10-27,pl1s,541.8882579,545.14284203,539.87807358,542.27115015,571.44013639,7671.08760786
2000-10-27,rb1s,2.06522484,2.06522484,1.9703758,1.97444076,7241.69724357,12377.39521537
2000-10-27,si1s,2.65461549,2.67689978,2.63511674,2.6629721,9353.676668,117790.62949668
2000-10-30,cl1s,56.52237666,57.41573945,55.90389473,56.36775618,43463.19360891,75573.10489102
2000-10-30,es1s,1201.92586255,1220.41041623,1192.46864904,1213.3175061,118614.00810281,61504.16286317
2000-10-30,fesx1s,4763.42442841,4782.43250674,4732.06109918,4777.68048716,41675.0,486488.0
2000-10-30,gc1s,166.64749886,167.7751887,166.45955055,166.52219999,52806.54111399,143225.55191966
2000-10-30,hg1s,1.2173921,1.2173921,1.20446405,1.21308275,3334.60763207,23589.3903158
2000-10-30,ho1s,1.42555885,1.44027701,1.41549643,1.41940125,11439.86812295,32511.83753609
2000-10-30,ng1s,0.89745745,0.90891435,0.85162984,0.85640355,157534.7108008,253482.10073402
2000-10-30,nq1s,3000.40873302,3013.45398838,2853.18370823,2895.58078816,76546.0,44717.0
2000-10-30,pl1s,541.79253483,547.5359186,541.79253483,544.85567284,423.0955306,7525.87704303
2000-10-30,rb1s,1.98731313,2.00086299,1.97489242,1.98911978,4993.1134963,13295.78093649
2000-10-30,si1s,2.67132871,2.67968531,2.65461549,2.65740103,13099.8143011,117207.25875841
2000-10-31,cl1s,56.43647639,56.71135725,55.14797236,56.17877559,28171.62324197,75396.15550228
2000-10-31,es1s,1215.03699947,1242.76382999,1210.73826605,1238.2501599,104286.53206082,62214.83731208
2000-10-31,fesx1s,4817.59745164,4858.46482004,4806.19260465,4857.51441613,64415.0,488269.0
2000-10-31,gc1s,166.45955055,167.33664265,166.0210045,166.8980966,13127.0136965,139900.70153909
2000-10-31,hg1s,1.21236453,1.23319306,1.21236453,1.21882855,8132.54412481,23651.34857869
2000-10-31,ho1s,1.41940125,1.42525848,1.38545937,1.40543402,16579.51901877,33679.06230878
2000-10-31,ng1s,0.85926777,0.87454364,0.83635396,0.85735829,251423.95302136,244924.81482436
2000-10-31,nq1s,2896.51259211,3110.36159964,2888.5922585,3074.95304937,80329.0,47097.0
2000-10-31,pl1s,544.85567284,555.19376361,544.66422672,553.37502542,707.24857831,7723.32162398
2000-10-31,rb1s,1.97715073,1.9929589,1.93424283,1.97805406,9496.03750693,14087.08049466
2000-10-31,si1s,2.66018656,2.67132871,2.64904442,2.66185789,5343.67596251,116751.33208912
2000-11-01,cl1s,56.16159553,57.96550117,56.09287532,57.12367854,37031.3161564,74757.04224954
2000-11-01,es1s,1238.89496991,1238.89496991,1220.41041623,1231.15724977,108126.03509821,59198.83265411
2000-11-01,fesx1s,4872.72087879,4886.97693753,4812.84543206,4875.57209054,40985.0,492512.0
2000-11-01,gc1s,166.96074604,167.7751887,165.77040676,166.27160224,25843.80821499,141804.94854054
2000-11-01,hg1s,1.22098323,1.22313791,1.19800002,1.20087292,1294.85807842,23716.78764287
2000-11-01,ho1s,1.40798717,1.4372733,1.39702364,1.41309347,10830.62073732,32334.05715143
2000-11-01,ng1s,0.86499622,0.90700487,0.86327769,0.89478417,210564.74575871,242212.03997663
2000-11-01,nq1s,3074.48714739,3115.95242336,2986.43167371,3044.66942085,61305.0,47820.0
2000-11-01,pl1s,553.37502542,557.10822487,549.45037985,553.66219461,573.52949703,7722.27694366
2000-11-01,rb1s,1.9703758,2.0257044,1.9703758,1.99702386,7158.4491647,14291.65822038
2000-11-01,si1s,2.6629721,2.67689978,2.64904442,2.67300003,13837.55391164,114545.29320504
2000-11-02,cl1s,56.98623811,57.20957881,55.57747371,55.90389473,41044.69127269,72528.87692029
2000-11-02,es1s,1231.37218644,1241.9040833,1229.4377564,1233.73648982,89927.65141961,60745.79994879
